model,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8
modelapp.communicable_diseases,Dengue, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite
modelapp.communicable_diseases,Dengue, skin_rash, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite
modelapp.communicable_diseases,Dengue, skin_rash, chills, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite
modelapp.communicable_diseases,Dengue, skin_rash, chills, joint_pain, fatigue, high_fever, headache, nausea, loss_of_appetite
modelapp.communicable_diseases,Dengue, skin_rash, chills, joint_pain, vomiting, high_fever, headache, nausea, loss_of_appetite
modelapp.communicable_diseases,Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, headache, nausea, loss_of_appetite
modelapp.communicable_diseases,Typhoid, chills, vomiting, fatigue, high_fever, nausea, constipation, abdominal_pain, diarrhoea
modelapp.communicable_diseases,Typhoid, chills, vomiting, fatigue, high_fever, headache, constipation, abdominal_pain, diarrhoea
modelapp.communicable_diseases,Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, abdominal_pain, diarrhoea
modelapp.communicable_diseases,Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, diarrhoea
modelapp.communicable_diseases,Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain
modelapp.communicable_diseases,Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain
modelapp.communicable_diseases,Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain
modelapp.communicable_diseases,Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain
modelapp.communicable_diseases,Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain
modelapp.communicable_diseases,Typhoid, chills, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea
modelapp.communicable_diseases,Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine
modelapp.communicable_diseases,Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine
modelapp.communicable_diseases,Hepatitis B, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes
modelapp.communicable_diseases,Hepatitis B,itching, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes
modelapp.communicable_diseases,Hepatitis B,itching, fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes
modelapp.communicable_diseases,Hepatitis B,itching, fatigue, lethargy, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes
modelapp.communicable_diseases,Hepatitis B,itching, fatigue, lethargy, yellowish_skin, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes
modelapp.communicable_diseases,Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, abdominal_pain, yellow_urine, yellowing_of_eyes
modelapp.communicable_diseases,Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, yellow_urine, yellowing_of_eyes
modelapp.communicable_diseases,Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellowing_of_eyes
modelapp.communicable_diseases,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, family_history,,,
modelapp.communicable_diseases,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history,,
modelapp.communicable_diseases,Hepatitis C, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history,,,
modelapp.communicable_diseases,Hepatitis C, fatigue, nausea, loss_of_appetite, yellowing_of_eyes, family_history,,,
modelapp.communicable_diseases,Hepatitis C, fatigue, yellowish_skin, loss_of_appetite, yellowing_of_eyes, family_history,,,
modelapp.communicable_diseases,Hepatitis C, fatigue, yellowish_skin, nausea, yellowing_of_eyes, family_history,,,
modelapp.communicable_diseases,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, family_history,,,
modelapp.communicable_diseases,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes,,,
modelapp.communicable_diseases,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history,,
modelapp.communicable_diseases,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history,,
modelapp.communicable_diseases,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain
modelapp.communicable_diseases,Hepatitis D, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes
modelapp.communicable_diseases,Hepatitis D, joint_pain, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes
modelapp.communicable_diseases,Hepatitis D, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes
modelapp.communicable_diseases,Hepatitis D, joint_pain, vomiting, fatigue, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes
modelapp.communicable_diseases,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes
modelapp.communicable_diseases,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellowing_of_eyes
modelapp.communicable_diseases,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, abdominal_pain, yellowing_of_eyes
modelapp.communicable_diseases,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, yellowing_of_eyes
modelapp.communicable_diseases,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain
modelapp.communicable_diseases,Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite
modelapp.communicable_diseases,Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite
modelapp.communicable_diseases,Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite
modelapp.communicable_diseases,Hepatitis E, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain
modelapp.communicable_diseases,Hepatitis E, joint_pain, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain
modelapp.communicable_diseases,Hepatitis E, joint_pain, vomiting, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain
modelapp.communicable_diseases,Hepatitis E, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain
modelapp.communicable_diseases,Hepatitis E, joint_pain, vomiting, fatigue, high_fever, dark_urine, nausea, loss_of_appetite, abdominal_pain
modelapp.communicable_diseases,Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, nausea, loss_of_appetite, abdominal_pain
modelapp.communicable_diseases,Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain
modelapp.communicable_diseases,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,
modelapp.communicable_diseases,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,
modelapp.communicable_diseases,Alcoholic hepatitis, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,,
modelapp.communicable_diseases,Alcoholic hepatitis, vomiting, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,,
modelapp.communicable_diseases,Alcoholic hepatitis, vomiting, yellowish_skin, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,,
modelapp.communicable_diseases,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,,
modelapp.communicable_diseases,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, history_of_alcohol_consumption, fluid_overload,,
modelapp.communicable_diseases,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, fluid_overload,,
modelapp.communicable_diseases,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption,,
modelapp.communicable_diseases,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,
modelapp.communicable_diseases,Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating
modelapp.communicable_diseases,Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating
modelapp.communicable_diseases,Tuberculosis, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite
modelapp.communicable_diseases,Tuberculosis, chills, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite
modelapp.communicable_diseases,Tuberculosis, chills, vomiting, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite
modelapp.communicable_diseases,Tuberculosis, chills, vomiting, fatigue, cough, high_fever, breathlessness, sweating, loss_of_appetite
modelapp.communicable_diseases,Tuberculosis, chills, vomiting, fatigue, weight_loss, high_fever, breathlessness, sweating, loss_of_appetite
modelapp.communicable_diseases,Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, breathlessness, sweating, loss_of_appetite
modelapp.communicable_diseases,Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, sweating, loss_of_appetite
modelapp.communicable_diseases,Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, loss_of_appetite
modelapp.communicable_diseases,Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise
modelapp.communicable_diseases,Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise
modelapp.communicable_diseases,Common Cold, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm
modelapp.communicable_diseases,Common Cold, continuous_sneezing, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm
modelapp.communicable_diseases,Common Cold, continuous_sneezing, chills, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm
modelapp.communicable_diseases,Common Cold, continuous_sneezing, chills, fatigue, high_fever, headache, swelled_lymph_nodes, malaise, phlegm
modelapp.communicable_diseases,Common Cold, continuous_sneezing, chills, fatigue, cough, headache, swelled_lymph_nodes, malaise, phlegm
modelapp.communicable_diseases,Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, swelled_lymph_nodes, malaise, phlegm
modelapp.communicable_diseases,Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, malaise, phlegm
modelapp.communicable_diseases,Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, phlegm
modelapp.communicable_diseases,Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, chest_pain
modelapp.communicable_diseases,Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm
modelapp.communicable_diseases,Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm
modelapp.communicable_diseases,Pneumonia, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain
modelapp.communicable_diseases,Pneumonia, chills, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain
modelapp.communicable_diseases,Pneumonia, chills, fatigue, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain
modelapp.communicable_diseases,Pneumonia, chills, fatigue, cough, breathlessness, sweating, malaise, phlegm, chest_pain
modelapp.communicable_diseases,Pneumonia, chills, fatigue, cough, high_fever, sweating, malaise, phlegm, chest_pain
modelapp.communicable_diseases,Pneumonia, chills, fatigue, cough, high_fever, breathlessness, malaise, phlegm, chest_pain
modelapp.communicable_diseases,Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, phlegm, chest_pain
modelapp.communicable_diseases,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,,,,
modelapp.communicable_diseases,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,,,,
modelapp.communicable_diseases,Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,,,,,
modelapp.communicable_diseases,Urinary tract infection, burning_micturition, foul_smell_of urine, continuous_feel_of_urine,,,,,
modelapp.communicable_diseases,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,,,,,
modelapp.communicable_diseases,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine,,,,,
modelapp.communicable_diseases,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,,,,
modelapp.communicable_diseases,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,,,,,
modelapp.communicable_diseases,Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,,,,,
modelapp.communicable_diseases,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,,,,,
modelapp.communicable_diseases,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,,,,
modelapp.communicable_diseases,Fungal infection, skin_rash, nodal_skin_eruptions, dischromic _patches,,,,,
modelapp.communicable_diseases,Fungal infection,itching, nodal_skin_eruptions, dischromic _patches,,,,,
modelapp.communicable_diseases,Fungal infection,itching, skin_rash, dischromic _patches,,,,,
modelapp.communicable_diseases,Fungal infection,itching, skin_rash, nodal_skin_eruptions,,,,,
modelapp.communicable_diseases,Fungal infection, skin_rash, nodal_skin_eruptions, dischromic _patches,,,,,
modelapp.communicable_diseases,Fungal infection,itching, nodal_skin_eruptions, dischromic _patches,,,,,
modelapp.communicable_diseases,Fungal infection,itching, skin_rash, dischromic _patches,,,,,
modelapp.communicable_diseases,Fungal infection,itching, skin_rash, nodal_skin_eruptions,,,,,
modelapp.communicable_diseases,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,,,,
modelapp.communicable_diseases,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,,,,
modelapp.communicable_diseases,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,,,,
modelapp.communicable_diseases,Gastroenteritis, sunken_eyes, dehydration, diarrhoea,,,,,
modelapp.communicable_diseases,Gastroenteritis, vomiting, dehydration, diarrhoea,,,,,
modelapp.communicable_diseases,Gastroenteritis, vomiting, sunken_eyes, diarrhoea,,,,,
modelapp.communicable_diseases,Gastroenteritis, vomiting, sunken_eyes, dehydration,,,,,
modelapp.communicable_diseases,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,,,,
modelapp.communicable_diseases,Gastroenteritis, sunken_eyes, dehydration, diarrhoea,,,,,
modelapp.communicable_diseases,Gastroenteritis, vomiting, dehydration, diarrhoea,,,,,
modelapp.communicable_diseases,Gastroenteritis, vomiting, sunken_eyes, diarrhoea,,,,,
modelapp.communicable_diseases,Malaria, chills, vomiting, high_fever, sweating, headache, nausea, muscle_pain,
modelapp.communicable_diseases,Malaria, chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain
modelapp.communicable_diseases,Malaria, chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain
modelapp.communicable_diseases,Malaria, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain,
modelapp.communicable_diseases,Malaria, chills, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain,
modelapp.communicable_diseases,Malaria, chills, vomiting, sweating, headache, nausea, diarrhoea, muscle_pain,
modelapp.communicable_diseases,Malaria, chills, vomiting, high_fever, headache, nausea, diarrhoea, muscle_pain,
modelapp.communicable_diseases,Malaria, chills, vomiting, high_fever, sweating, nausea, diarrhoea, muscle_pain,
modelapp.communicable_diseases,Malaria, chills, vomiting, high_fever, sweating, headache, diarrhoea, muscle_pain,
modelapp.communicable_diseases,Malaria, chills, vomiting, high_fever, sweating, headache, nausea, muscle_pain,
modelapp.communicable_diseases,Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever
modelapp.communicable_diseases,Chicken pox, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes
modelapp.communicable_diseases,Chicken pox,itching, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes
modelapp.communicable_diseases,Chicken pox,itching, skin_rash, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes
modelapp.communicable_diseases,Chicken pox,itching, skin_rash, fatigue, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes
modelapp.communicable_diseases,Chicken pox,itching, skin_rash, fatigue, lethargy, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes
modelapp.communicable_diseases,Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, loss_of_appetite, mild_fever, swelled_lymph_nodes
modelapp.communicable_diseases,Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, mild_fever, swelled_lymph_nodes
modelapp.communicable_diseases,Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, swelled_lymph_nodes
modelapp.communicable_diseases,Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever
modelapp.communicable_diseases,Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea
modelapp.communicable_diseases,Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea
modelapp.communicable_diseases,Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea
modelapp.communicable_diseases,Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea
modelapp.communicable_diseases,Dengue, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite
modelapp.communicable_diseases,Dengue, skin_rash, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite
modelapp.communicable_diseases,Dengue, skin_rash, chills, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite
modelapp.communicable_diseases,Dengue, skin_rash, chills, joint_pain, fatigue, high_fever, headache, nausea, loss_of_appetite
modelapp.communicable_diseases,Dengue, skin_rash, chills, joint_pain, vomiting, high_fever, headache, nausea, loss_of_appetite
modelapp.communicable_diseases,Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, headache, nausea, loss_of_appetite
modelapp.communicable_diseases,Typhoid, chills, vomiting, fatigue, high_fever, nausea, constipation, abdominal_pain, diarrhoea
modelapp.communicable_diseases,Typhoid, chills, vomiting, fatigue, high_fever, headache, constipation, abdominal_pain, diarrhoea
modelapp.communicable_diseases,Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, abdominal_pain, diarrhoea
modelapp.communicable_diseases,Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, diarrhoea
modelapp.communicable_diseases,Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain
modelapp.communicable_diseases,Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain
modelapp.communicable_diseases,Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain
modelapp.communicable_diseases,Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain
modelapp.communicable_diseases,Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain
modelapp.communicable_diseases,Typhoid, chills, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea
modelapp.communicable_diseases,Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine
modelapp.communicable_diseases,Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine
modelapp.communicable_diseases,Hepatitis B, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes
modelapp.communicable_diseases,Hepatitis B,itching, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes
modelapp.communicable_diseases,Hepatitis B,itching, fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes
modelapp.communicable_diseases,Hepatitis B,itching, fatigue, lethargy, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes
modelapp.communicable_diseases,Hepatitis B,itching, fatigue, lethargy, yellowish_skin, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes
modelapp.communicable_diseases,Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, abdominal_pain, yellow_urine, yellowing_of_eyes
modelapp.communicable_diseases,Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, yellow_urine, yellowing_of_eyes
modelapp.communicable_diseases,Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellowing_of_eyes
modelapp.communicable_diseases,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, family_history,,,
modelapp.communicable_diseases,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history,,
modelapp.communicable_diseases,Hepatitis C, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history,,,
modelapp.communicable_diseases,Hepatitis C, fatigue, nausea, loss_of_appetite, yellowing_of_eyes, family_history,,,
modelapp.communicable_diseases,Hepatitis C, fatigue, yellowish_skin, loss_of_appetite, yellowing_of_eyes, family_history,,,
modelapp.communicable_diseases,Hepatitis C, fatigue, yellowish_skin, nausea, yellowing_of_eyes, family_history,,,
modelapp.communicable_diseases,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, family_history,,,
modelapp.communicable_diseases,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes,,,
modelapp.communicable_diseases,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history,,
modelapp.communicable_diseases,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history,,
modelapp.communicable_diseases,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain
modelapp.communicable_diseases,Hepatitis D, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes
modelapp.communicable_diseases,Hepatitis D, joint_pain, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes
modelapp.communicable_diseases,Hepatitis D, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes
modelapp.communicable_diseases,Hepatitis D, joint_pain, vomiting, fatigue, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes
modelapp.communicable_diseases,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes
modelapp.communicable_diseases,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellowing_of_eyes
modelapp.communicable_diseases,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, abdominal_pain, yellowing_of_eyes
modelapp.communicable_diseases,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, yellowing_of_eyes
modelapp.communicable_diseases,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain
modelapp.communicable_diseases,Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite
modelapp.communicable_diseases,Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite
modelapp.communicable_diseases,Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite
modelapp.communicable_diseases,Hepatitis E, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain
modelapp.communicable_diseases,Hepatitis E, joint_pain, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain
modelapp.communicable_diseases,Hepatitis E, joint_pain, vomiting, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain
modelapp.communicable_diseases,Hepatitis E, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain
modelapp.communicable_diseases,Hepatitis E, joint_pain, vomiting, fatigue, high_fever, dark_urine, nausea, loss_of_appetite, abdominal_pain
modelapp.communicable_diseases,Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, nausea, loss_of_appetite, abdominal_pain
modelapp.communicable_diseases,Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain
modelapp.communicable_diseases,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,
modelapp.communicable_diseases,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,
modelapp.communicable_diseases,Alcoholic hepatitis, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,,
modelapp.communicable_diseases,Alcoholic hepatitis, vomiting, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,,
modelapp.communicable_diseases,Alcoholic hepatitis, vomiting, yellowish_skin, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,,
modelapp.communicable_diseases,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,,
modelapp.communicable_diseases,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, history_of_alcohol_consumption, fluid_overload,,
modelapp.communicable_diseases,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, fluid_overload,,
modelapp.communicable_diseases,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption,,
modelapp.communicable_diseases,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,
modelapp.communicable_diseases,Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating
